country,description,points,price,province,region_1,variety
US,"A blend of 90% Grenache and 10% Syrah from the Armada Vineyard, this expresses its characteristic mix of superripe fruit and organic funk. Cracker, berry, spice and earth components all seem to compete a bit in the mouth and need more bottle time to fully meld together.",91,50,Washington,Walla Walla Valley (WA),Grenache
US,"A blend of all five Bordeaux red varieties, this dry, complex young wine has plenty of elegance. The blackberry, currant, tobacco and cedar flavors have a nice balance of dried herbs. Very nice now.",89,35,California,Sonoma County,Bordeaux-style Red Blend
US,"A blend of all five Bordeaux varieties, this wine shows the ripe, sweet softness of Paso Robles in a hot vintage. It's forward in blackberry and cherry jam, milk chocolate and peppery spice flavors, with firm tannins.",87,44,California,Paso Robles,Bordeaux-style Red Blend
US,"A blend of Cabernet Franc and Merlot, with a splash of Cabernet Sauvignon, this tannic, dry wine has flavors of cherries, vanilla and smoky oak. It may develop some additional complexities over time.",85,65,California,Mount Veeder,Bordeaux-style Red Blend
US,"A blend of Cabernet Sauvignon (61%), Merlot (25%) and Cabernet Franc, the aromas of spice, graphite, vanilla, and dried and fresh herbs are all high toned, with the fruit seeming subdued. The flavors are pitch-black, displaying the warmth of the vintage while keeping its heat in check.",89,40,Washington,Red Mountain,Bordeaux-style Red Blend
US,"A blend of Cabernet Sauvignon and Cabernet Franc, The Wanted is sourced from the Stillwater Creek and Stonetree vineyards. This textural, Cab-on-Cab creation is loaded with fig, plum, cherry and cassis fruit, highlights of cedar and tobacco, and supple, rich, ripe tannins. The wine is showing beautifully, but can only get even better with more age.",94,37,Washington,Columbia Valley (WA),Bordeaux-style Red Blend
US,"A blend of Cabernet Sauvignon, Cabernet Franc, Merlot and Malbec, this wine exudes complex aromas of leafy herbs, pencil lead, black licorice, citrus peel and dark cherries. On the palate, the blue and red fruit flavors are front and center, well framed by lively acidity and lick of tannins.",91,36,Washington,Yakima Valley,Bordeaux-style Red Blend
US,"A blend of Cabernet Sauvignon, Merlot and Cabernet Franc, this offers aromas of raisinated cherries, herbs, bittersweet chocolate and a whiff of barnyard. Medicinal flavors are backed by chalky tannins.",86,40,Washington,Red Mountain,Bordeaux-style Red Blend
US,"A blend of Chenin Blanc (75%), Chardonnay (20%) and Viognier barrel-fermented in French oak and acacia, this wine brings notes of dried apple and flowers, drinking off dry.",85,18,Washington,Washington,Chenin Blanc
US,"A blend of Dugger Creek, Summit View and Watermill fruit, this wine shows pleasing aromas of herb, flowers and dried tobacco. The flavors are silky and palate coating, showing a very pretty sense of precision.",90,30,Washington,Walla Walla Valley (WA),Cabernet Franc
US,"A blend of Evergreen vineyard fruit and old-vine Riesling sourced from a pair of Yakima Valley vineyards, this feels drier than its 1.8% residual sugar. Citrus and citrus rind flavors make for a tart, grapefruity style with some bite to the finish. It has the heft to take on a range of spicy foods.",88,14,Washington,Columbia Valley (WA),Riesling
US,"A blend of five vineyards, some of which go into single-vineyard designates, this is a well made, structured wine, offering layers of black cherry and subtle earth around soft, velvety tannins. The finish highlights black pepper spice with dark chocolate chaser.",92,26,California,Dry Creek Valley,Zinfandel
US,"A blend of four vineyards, this is an extremely impressive Merlot. It dazzles with rich, ripe black currant, cherry liqueur, raspberry, milk chocolate, smoky oak and spice flavors that are complex and go on and on through the finish. Beyond that is the texture, so refined and elegant, combining power and subtle elegance. Just a gorgeous, sensual Merlot. Drink now–2010.",95,85,California,Napa Valley,Merlot
US,"A blend of fruit from DuBrul and Meek vineyards, this wine brings light aromas of herb, vanilla, raspberry, orange peel and black licorice. The palate offers a mouthful of tart fruit flavors that are simultaneously sleek and generous.",90,32,Washington,Yakima Valley,Merlot
US,"A blend of fruit from Elephant Mountain, Dionysus, Red Haven, Alder Ridge and Seven Hills vineyards, this fruit-forward wine offers aromas of cocoa, vanilla, anise, raspberry jam and fruit leather. The cranberry and raspberry flavors are sweet, rich and concentrated, backed by lightly grainy tannins. It seems a bit advanced for its age but brings a delicious factor that is hard to ignore. Drink now.",89,30,Washington,Columbia Valley (WA),Merlot
US,"A blend of fruit from Idaho, Washington and Oregon, this wine offers high toned, barrel-forward aromas of cedar box, woodspice and orange peel. The palate brings smooth, soft, elegantly styled fruit and barrel flavors that linger on the finish.",88,35,America,,Bordeaux-style Red Blend
US,"A blend of fruit from Pepper Bridge and Seven Hills vineyards, this wine opens with aromas of vanilla, wood spice, cream, red apple and fruit. The palate brings elegantly styled, tart fruit flavors that linger on the finish. The balance is impeccable.",91,43,Washington,Walla Walla Valley (WA),Merlot
US,"A blend of fruit from Seven Hills (75%), Octave (21%) and Pepper Bridge vineyards, this wine shows intriguing aromas of anise, cassis, herb and woodspice. It still seems to be in its shell. The flavors are dense and supple, rich but restrained with the tannins combed to a fine sheen.",91,60,Washington,Walla Walla Valley (WA),Cabernet Sauvignon
US,"A blend of fruit from the McGinley and Grassini vineyards, this wine is fermented in oak barrels, yielding a nose that's an approachable buffet of nectarine, wet cement, chopped lemongrass and wet hay. The oak also gives the palate more weight to deliver flavors of green-apple slices, kumquat, lime zest and cut lawn.",90,36,California,Happy Canyon of Santa Barbara,Sauvignon Blanc
US,"A blend of fruit from up-and-coming Red Heaven and Scooteney Flats vineyards, this wine brings aromas of game, medicine cabinet and cherry. The fruit flavors are soft in feel, seeming somewhat dried out.",87,54,Washington,Red Mountain,Cabernet Sauvignon
US,"A blend of fruit sources used for the winery's three single-vineyard wines, this bottling saw no new oak and is light golden in color with reserved notes of mineral, almond, pineapple and lees. Full bodied, rich and layered with a creamy feel, it's appealing now but should have a long life ahead.",92,35,Washington,Washington,Chardonnay
US,"A blend of grapes from three vineyard sites, this is an interesting contrast to its single-vineyard siblings. It's dry in style yet rich on the palate, with a distinctly creamy texture, offsetting a juicy fruit flavor with savory tones of herb, fennel and lanolin.",87,23,New York,Finger Lakes,Riesling
US,"A blend of grapes from Washington and Oregon, this includes 25% Semillon also. As you might suspect, it's an unusual wine, opening soft and spicy, with a lightly honeyed character. Fruit flavors emphasize lemon curd and key lime, and there's a refreshing ginger ale flavor running through the fruit core.",88,17,Washington-Oregon,,Sauvignon Blanc
US,"A blend of just over two-thirds Cabernet Sauvignon along with Merlot (26%) and Petit Verdot (7%), this wine beguiles with its brooding aromas of spice, toffee, dark fruit and scorched earth. The flavors are layered, bringing a real sense of gravitas along with a compelling mouthfeel and sense of balance. The black-fruit flavors linger. It's all about finesse.",92,89,Washington,Columbia Valley,Bordeaux-style Red Blend
US,"A blend of mainly Merlot and Cabernet Sauvignon, with smaller amounts of other traditional Bordeaux varieties, this treads perilously close to being too ripe. It shows a hint of raisin, but not enough to interfere with the beauty of the blackberry jam and sweet oak flavors. The tannins are exquisite, in the way of a top Napa Cab. Doesn't seem to be a longterm ager, so drink now–2015.",91,90,California,Napa Valley,Bordeaux-style Red Blend
US,"A blend of Merlot (50%), Cabernet Franc (40%) and Cabernet Sauvignon (10%), this aromatic wine brings aromas of funk, earth, truffle, fire pit, dried peat, herb and cherry. The flavors are soft, silky and refined, showing a sense of grace—a very pretty expression of a Bordeaux-style blend.",91,95,Oregon,Walla Walla Valley (OR),Bordeaux-style Red Blend
US,"A blend of Merlot (73%), Cabernet Franc (24%) and Petit Verdot, it rises from the glass with aromas of cedar, flowers and red and black fruit. The black-fruit flavors are dense but deft, with firm tannins backing them up.",91,39,Washington,Red Mountain,Bordeaux-style Red Blend
US,"A blend of Merlot and Cabernet Franc, this wine brings disjointed lightly volatile aromas of wood spice, vanilla and cherry. The plump cherry flavors are rounded out by woody barrel notes.",86,46,Washington,Columbia Valley (WA),Bordeaux-style Red Blend
US,"A blend of near-equal parts Cabernet Franc, Syrah and Merlot topped off with a pinch of Petit Verdot, this wine exhibits aromas of barrel spices, dried herbs and cherry, showing whiffs of volatility. The flavors are soft and pure, lingering on the finish.",87,27,Washington,Columbia Valley (WA),Bordeaux-style Red Blend
US,"A blend of nearly two-thirds Cabernet Sauvignon with the rest Merlot, Malbec, Cabernet Franc and Petit Verdot, it brings notes of herbs, vanilla extract, cherry and chocolate. The wood plays a big part in the show, at times getting out in front of the fruit.",87,20,Washington,Horse Heaven Hills,Bordeaux-style Red Blend
